wastewater;0.944444444444
process;0.944444444444
recovery;0.944444444444
treatment;0.944444444444
water;0.944444444444
digestate;0.277777777778
struvite;0.944444444444
biosolids;0.277777777778
nutrient;0.944444444444
phosphorus;1.0
sludge;0.888888888889
phosphate;0.944444444444
energy;0.611111111111
reactor;0.888888888889
organic;0.722222222222
digestion;0.722222222222
acid;0.888888888889
anaerobic;0.833333333333
figure;0.888888888889
product;0.944444444444
system;0.944444444444
waste;0.944444444444
tank;0.666666666667
solids;0.777777777778
membrane;0.611111111111
used;0.944444444444
chemical;0.777777777778
flow;0.833333333333
removal;0.888888888889
liquid;0.833333333333
plant;0.944444444444
processes;0.944444444444
technologies;0.777777777778
also;0.944444444444
high;0.944444444444
solid;0.944444444444
ammonia;0.722222222222
resource;0.666666666667
step;0.888888888889
digester;0.777777777778
biogas;0.5
scale;0.944444444444
technology;0.888888888889
products;0.611111111111
production;0.944444444444
precipitation;0.944444444444
research;0.555555555556
carbon;0.888888888889
magnesium;0.944444444444
